title.Tournament,title.DateTime UTC,title.Team1,title.Team2,title.Winner,title.DateTime UTC__precision
HUE Invitational 2021,2021-09-18 16:06:00,Saint Louis University,Harrisburg University,1,0
HUE Invitational 2021,2021-09-18 16:07:00,Ohio State University,Aquinas College,1,0
HUE Invitational 2021,2021-09-18 16:28:00,Illinois State University,Boise State University,1,0
HUE Invitational 2021,2021-09-18 16:40:00,Alvernia University,State University of New York at Stony Brook,2,0
HUE Invitational 2021,2021-09-18 16:51:00,Ohio State University,Aquinas College,1,0
HUE Invitational 2021,2021-09-18 16:55:00,Grand View University,Ohio Northern University,1,0
HUE Invitational 2021,2021-09-18 16:57:00,Bay State College,University of St. Thomas,1,0
HUE Invitational 2021,2021-09-18 16:58:00,Bethany Lutheran College,Winthrop University,1,0
HUE Invitational 2021,2021-09-18 16:59:00,Columbia College,Maryville University,2,0
HUE Invitational 2021,2021-09-18 17:06:00,Saint Louis University,Harrisburg University,1,0
HUE Invitational 2021,2021-09-18 17:57:00,Bay State College,University of St. Thomas,1,0
HUE Invitational 2021,2021-09-18 18:03:00,Grand View University,Ohio Northern University,1,0
HUE Invitational 2021,2021-09-18 18:03:00,Ohio State University,Winthrop University,2,0
HUE Invitational 2021,2021-09-18 18:12:00,Illinois State University,Harrisburg University,2,0
HUE Invitational 2021,2021-09-18 18:15:00,State University of New York at Stony Brook,Columbia College,2,0
HUE Invitational 2021,2021-09-18 18:59:00,Winthrop University,Ohio State University,1,0
HUE Invitational 2021,2021-09-18 19:02:00,State University of New York at Stony Brook,Columbia College,2,0
HUE Invitational 2021,2021-09-18 19:07:00,Harrisburg University,Illinois State University,1,0
HUE Invitational 2021,2021-09-18 19:07:00,University of St. Thomas,Grand View University,1,0
HUE Invitational 2021,2021-09-18 20:11:00,Grand View University,University of St. Thomas,2,0
HUE Invitational 2021,2021-09-18 22:59:00,Saint Louis University,Columbia College,1,0
HUE Invitational 2021,2021-09-18 23:52:00,Maryville University,Harrisburg University,2,0
HUE Invitational 2021,2021-09-18 23:57:00,Saint Louis University,Columbia College,1,0
HUE Invitational 2021,2021-09-18 23:59:00,Bay State College,Winthrop University,2,0
LCS Proving Grounds 2021 Summer,2021-09-18 00:08:00,Immortals Academy,Resolve NA,1,0
LCS Proving Grounds 2021 Summer,2021-09-18 00:59:00,Immortals Academy,Resolve NA,2,0
LCS Proving Grounds 2021 Summer,2021-09-18 01:51:00,Resolve NA,Immortals Academy,2,0
LCS Proving Grounds 2021 Summer,2021-09-18 21:18:00,Dignitas Academy,Immortals Academy,1,0
LCS Proving Grounds 2021 Summer,2021-09-18 22:40:00,Dignitas Academy,Immortals Academy,2,0
LCS Proving Grounds 2021 Summer,2021-09-18 23:36:00,Dignitas Academy,Immortals Academy,2,0
LFL Division 2 2021 Promotion,2021-09-18 16:38:00,PCS Taran,Zephyr Esport,2,0
LFL Division 2 2021 Promotion,2021-09-18 17:45:00,Zephyr Esport,PCS Taran,2,0
LFL Division 2 2021 Promotion,2021-09-18 18:44:00,PCS Taran,Zephyr Esport,1,0
LFL Division 2 2021 Promotion,2021-09-18 19:36:00,PCS Taran,Zephyr Esport,1,0
LCS Proving Grounds 2021 Summer,2021-09-17 00:07:00,Team Liquid Academy,Dignitas Academy,1,0
LCS Proving Grounds 2021 Summer,2021-09-17 01:13:00,100 Thieves Academy,Wildcard Gaming Red,2,0
LCS Proving Grounds 2021 Summer,2021-09-17 01:51:00,100 Thieves Academy,Wildcard Gaming Red,1,0
LCS Proving Grounds 2021 Summer,2021-09-17 02:50:00,Wildcard Gaming Red,100 Thieves Academy,2,0
LCS Proving Grounds 2021 Summer,2021-09-17 21:41:00,Golden Guardians Academy,Cloud9 Academy,1,0
LCS Proving Grounds 2021 Summer,2021-09-17 23:15:00,Golden Guardians Academy,Cloud9 Academy,1,0
LFL Division 2 2021 Promotion,2021-09-17 16:12:00,PCS Taran,Team MCES Academy,2,0
LFL Division 2 2021 Promotion,2021-09-17 17:43:00,Team MCES Academy,PCS Taran,1,0
LFL Division 2 2021 Promotion,2021-09-17 18:49:00,Team MCES Academy,PCS Taran,1,0
PRM 1st Division 2021 Winter,2021-09-17 15:44:00,No Need Orga,Austrian Force eSports,1,0
PRM 1st Division 2021 Winter,2021-09-17 16:44:00,404 Multigaming e.V.,Sprout (German Team),1,0
PRM 1st Division 2021 Winter,2021-09-17 17:36:00,mYinsanity,Eintracht Frankfurt,1,0
PRM 1st Division 2021 Winter,2021-09-17 18:41:00,TT willhaben,TeamOrangeGaming,1,0
PRM 1st Division 2021 Winter,2021-09-17 19:32:00,Flayn eSports,cowana Gaming,2,0
LCS Proving Grounds 2021 Summer,2021-09-16 00:39:00,Cloud9 Amateur,Cloud9 Academy,2,0
LCS Proving Grounds 2021 Summer,2021-09-16 01:29:00,Cloud9 Amateur,Cloud9 Academy,2,0
LCS Proving Grounds 2021 Summer,2021-09-16 21:21:00,Team Liquid Academy,Dignitas Academy,1,0
LCS Proving Grounds 2021 Summer,2021-09-16 23:08:00,Dignitas Academy,Team Liquid Academy,1,0
LFL Division 2 2021 Promotion,2021-09-16 18:04:00,Warthox Esport,Zephyr Esport,2,0
LFL Division 2 2021 Promotion,2021-09-16 18:55:00,Warthox Esport,Zephyr Esport,2,0
LFL Division 2 2021 Promotion,2021-09-16 19:59:00,Zephyr Esport,Warthox Esport,2,0
LFL Division 2 2021 Promotion,2021-09-16 20:42:00,Warthox Esport,Zephyr Esport,1,0
LFL Division 2 2021 Promotion,2021-09-16 21:39:00,Warthox Esport,Zephyr Esport,2,0
Digital Crusade Season 4,2021-09-15 16:09:00,Infinite Gaming,Random 5,2,0
Digital Crusade Season 4,2021-09-15 17:23:00,Cyber.MD,Urban Esports,2,0
Digital Crusade Season 4,2021-09-15 18:21:00,Racquestai,OneTap Gaming,1,0
Digital Crusade Season 4,2021-09-15 19:10:00,Nexus KTRL,Lenovo Legion Honvéd,1,0
EM 2021 Summer Main Event,2021-09-15 15:06:00,Misfits Premier,Fnatic Rising,2,0
EM 2021 Summer Main Event,2021-09-15 16:02:00,Fnatic Rising,Misfits Premier,1,0
EM 2021 Summer Main Event,2021-09-15 17:21:00,Misfits Premier,Fnatic Rising,1,0
EM 2021 Summer Main Event,2021-09-15 18:21:00,Fnatic Rising,Misfits Premier,2,0
EM 2021 Summer Main Event,2021-09-15 19:17:00,Fnatic Rising,Misfits Premier,1,0
LCS Proving Grounds 2021 Summer,2021-09-15 00:57:00,Evil Geniuses Academy,Immortals Academy,2,0
LCS Proving Grounds 2021 Summer,2021-09-15 01:54:00,Immortals Academy,Evil Geniuses Academy,1,0
LCS Proving Grounds 2021 Summer,2021-09-15 21:18:00,FlyQuest Academy,Golden Guardians Academy,2,0
LCS Proving Grounds 2021 Summer,2021-09-15 22:40:00,Golden Guardians Academy,FlyQuest Academy,2,0
LCS Proving Grounds 2021 Summer,2021-09-15 23:41:00,FlyQuest Academy,Golden Guardians Academy,2,0
PRM 1st Division 2021 Winter,2021-09-15 15:55:00,Eintracht Frankfurt,TeamOrangeGaming,1,0
PRM 1st Division 2021 Winter,2021-09-15 16:50:00,mYinsanity,Flayn eSports,1,0
PRM 1st Division 2021 Winter,2021-09-15 17:48:00,cowana Gaming,Sprout (German Team),1,0
PRM 1st Division 2021 Winter,2021-09-15 18:46:00,404 Multigaming e.V.,No Need Orga,1,0
PRM 1st Division 2021 Winter,2021-09-15 19:48:00,Austrian Force eSports,TT willhaben,1,0
EM 2021 Summer Main Event,2021-09-14 14:59:00,Karmine Corp,Berlin International Gaming,2,0
EM 2021 Summer Main Event,2021-09-14 16:29:00,Berlin International Gaming,Karmine Corp,2,0
EM 2021 Summer Main Event,2021-09-14 17:07:00,Karmine Corp,Berlin International Gaming,1,0
EM 2021 Summer Main Event,2021-09-14 18:03:00,Berlin International Gaming,Karmine Corp,1,0
EM 2021 Summer Main Event,2021-09-14 19:02:00,Karmine Corp,Berlin International Gaming,1,0
LCS Proving Grounds 2021 Summer,2021-09-14 21:59:00,AOE Esports,Resolve NA,2,0
LCS Proving Grounds 2021 Summer,2021-09-14 22:57:00,AOE Esports,Resolve NA,2,0
LCS Proving Grounds 2021 Summer,2021-09-14 23:56:00,Immortals Academy,Evil Geniuses Academy,2,0
LCS Proving Grounds 2021 Summer,2021-09-13 00:52:00,Golden Guardians Academy,TSM Academy,1,0
LFL Division 2 2021 Promotion,2021-09-13 11:46:00,Team MCES Academy,Warthox Esport,1,0
LFL Division 2 2021 Promotion,2021-09-13 12:44:00,Warthox Esport,Team MCES Academy,2,0
LFL Division 2 2021 Promotion,2021-09-13 13:38:00,Team MCES Academy,Warthox Esport,1,0
LFL Division 2 2021 Promotion,2021-09-13 16:41:00,PCS Taran,Zephyr Esport,1,0
LFL Division 2 2021 Promotion,2021-09-13 17:38:00,Zephyr Esport,PCS Taran,1,0
LFL Division 2 2021 Promotion,2021-09-13 18:27:00,Zephyr Esport,PCS Taran,2,0
LFL Division 2 2021 Promotion,2021-09-13 19:29:00,Zephyr Esport,PCS Taran,2,0
PRM 1st Division 2021 Winter,2021-09-13 15:51:00,404 Multigaming e.V.,cowana Gaming,1,0
PRM 1st Division 2021 Winter,2021-09-13 16:40:00,Sprout (German Team),mYinsanity,1,0
PRM 1st Division 2021 Winter,2021-09-13 17:39:00,Flayn eSports,TeamOrangeGaming,2,0
PRM 1st Division 2021 Winter,2021-09-13 18:31:00,Eintracht Frankfurt,Austrian Force eSports,1,0
PRM 1st Division 2021 Winter,2021-09-13 19:25:00,No Need Orga,TT willhaben,1,0
EM 2021 Summer Main Event,2021-09-12 14:45:00,Misfits Premier,Vodafone Giants.Spain,1,0
EM 2021 Summer Main Event,2021-09-12 16:31:00,Misfits Premier,Vodafone Giants.Spain,2,0
EM 2021 Summer Main Event,2021-09-12 17:32:00,Misfits Premier,Vodafone Giants.Spain,1,0
EM 2021 Summer Main Event,2021-09-12 18:24:00,Vodafone Giants.Spain,Misfits Premier,2,0
Esports Championships East Asia 2021,2021-09-12 09:16:00,South Korea (National Team),China (National Team),2,0
Esports Championships East Asia 2021,2021-09-12 10:18:00,South Korea (National Team),China (National Team),1,0
Esports Championships East Asia 2021,2021-09-12 11:26:00,China (National Team),South Korea (National Team),2,0
Esports Championships East Asia 2021,2021-09-12 12:14:00,South Korea (National Team),China (National Team),1,0
LCS Proving Grounds 2021 Summer,2021-09-12 00:39:00,Supernova,AOE Esports,2,0
LCS Proving Grounds 2021 Summer,2021-09-12 02:00:00,Supernova,AOE Esports,2,0
LCS Proving Grounds 2021 Summer,2021-09-12 21:40:00,Resolve NA,Wildcard Gaming Red,2,0
LCS Proving Grounds 2021 Summer,2021-09-12 22:45:00,Wildcard Gaming Red,Resolve NA,1,0
LCS Proving Grounds 2021 Summer,2021-09-12 23:46:00,Golden Guardians Academy,TSM Academy,1,0
EM 2021 Summer Main Event,2021-09-11 14:29:00,UCAM Esports Club,Karmine Corp,2,0
EM 2021 Summer Main Event,2021-09-11 16:13:00,Karmine Corp,UCAM Esports Club,1,0
EM 2021 Summer Main Event,2021-09-11 17:08:00,UCAM Esports Club,Karmine Corp,2,0
Esports Championships East Asia 2021,2021-09-11 10:16:00,China (National Team),South Korea (National Team),1,0
Esports Championships East Asia 2021,2021-09-11 10:55:00,China (National Team),Japan (National Team),1,0
Esports Championships East Asia 2021,2021-09-11 11:36:00,South Korea (National Team),China (National Team),2,0
Esports Championships East Asia 2021,2021-09-11 12:22:00,Japan (National Team),South Korea (National Team),2,0
LCS Proving Grounds 2021 Summer,2021-09-11 00:57:00,Zoos Gaming,Immortals Academy,2,0
LCS Proving Grounds 2021 Summer,2021-09-11 21:38:00,Evil Geniuses Academy,100 Thieves Academy,2,0
LCS Proving Grounds 2021 Summer,2021-09-11 22:41:00,Evil Geniuses Academy,100 Thieves Academy,2,0
LCS Proving Grounds 2021 Summer,2021-09-11 23:33:00,Supernova,AOE Esports,1,0
EM 2021 Summer Main Event,2021-09-10 15:54:00,PDW,Berlin International Gaming,2,0
EM 2021 Summer Main Event,2021-09-10 16:22:00,Berlin International Gaming,PDW,1,0
EM 2021 Summer Main Event,2021-09-10 17:15:00,Berlin International Gaming,PDW,1,0
Esports Championships East Asia 2021,2021-09-10 10:49:00,South Korea (National Team),Japan (National Team),1,0
Esports Championships East Asia 2021,2021-09-10 12:45:00,Japan (National Team),China (National Team),2,0
LCS Proving Grounds 2021 Summer,2021-09-10 00:33:00,Cloud9 Academy,100 Thieves Next,1,0
LCS Proving Grounds 2021 Summer,2021-09-10 22:06:00,Dignitas Academy,FlyQuest Academy,1,0
LCS Proving Grounds 2021 Summer,2021-09-10 23:04:00,Dignitas Academy,FlyQuest Academy,1,0
LCS Proving Grounds 2021 Summer,2021-09-10 23:58:00,Immortals Academy,Zoos Gaming,1,0
EM 2021 Summer Main Event,2021-09-09 14:43:00,Fnatic Rising,Movistar Riders,2,0
EM 2021 Summer Main Event,2021-09-09 16:18:00,Fnatic Rising,Movistar Riders,1,0
EM 2021 Summer Main Event,2021-09-09 17:22:00,Fnatic Rising,Movistar Riders,1,0
EM 2021 Summer Main Event,2021-09-09 18:07:00,Fnatic Rising,Movistar Riders,1,0
LCS Proving Grounds 2021 Summer,2021-09-09 21:40:00,Cloud9 Amateur,Team Liquid Academy,2,0
LCS Proving Grounds 2021 Summer,2021-09-09 22:39:00,Team Liquid Academy,Cloud9 Amateur,1,0
LCS Proving Grounds 2021 Summer,2021-09-09 23:36:00,100 Thieves Next,Cloud9 Academy,2,0
LJL 2021 Academy League Playoffs,2021-09-09 03:47:00,DetonatioN FocusMe Academy,V3 Esports Academy,2,0
LJL 2021 Academy League Playoffs,2021-09-09 07:43:00,Crest Gaming Act Academy,V3 Esports Academy,2,0
LJL 2021 Academy League Playoffs,2021-09-09 08:57:00,V3 Esports Academy,Crest Gaming Act Academy,1,0
LJL 2021 Academy League Playoffs,2021-09-09 09:47:00,Crest Gaming Act Academy,V3 Esports Academy,2,0
LDL 2021 Summer Playoffs,2021-09-08 09:21:00,Rare Atom Period,Royal Club,2,0
LDL 2021 Summer Playoffs,2021-09-08 10:11:00,Royal Club,Rare Atom Period,2,0
LDL 2021 Summer Playoffs,2021-09-08 11:00:00,Rare Atom Period,Royal Club,1,0
LDL 2021 Summer Playoffs,2021-09-08 12:00:00,Rare Atom Period,Royal Club,2,0
LDL 2021 Summer Playoffs,2021-09-08 12:56:00,Rare Atom Period,Royal Club,1,0
LJL 2021 Academy League Playoffs,2021-09-08 06:43:00,Fukuoka SoftBank HAWKS gaming Academy,AXIZ Academy,1,0
LJL 2021 Academy League Playoffs,2021-09-08 08:35:00,Rascal Jester Academy,Crest Gaming Act Academy,2,0
LJL 2021 Academy League Playoffs,2021-09-08 09:35:00,DetonatioN FocusMe Academy,Burning Core Academy,1,0
LJL 2021 Academy League Playoffs,2021-09-08 10:21:00,Sengoku Gaming Academy,V3 Esports Academy,2,0
LJL 2021 Academy League Playoffs,2021-09-08 11:10:00,Crest Gaming Act Academy,Fukuoka SoftBank HAWKS gaming Academy,1,0
EM 2021 Summer Main Event,2021-09-07 13:59:00,Misfits Premier,UCAM Esports Club,2,0
EM 2021 Summer Main Event,2021-09-07 14:53:00,Anorthosis Famagusta Esports,AGO ROGUE,1,0
EM 2021 Summer Main Event,2021-09-07 16:35:00,AGO ROGUE,UCAM Esports Club,1,0
EM 2021 Summer Main Event,2021-09-07 16:54:00,Anorthosis Famagusta Esports,Misfits Premier,2,0
EM 2021 Summer Main Event,2021-09-07 17:57:00,UCAM Esports Club,Anorthosis Famagusta Esports,1,0
EM 2021 Summer Main Event,2021-09-07 18:47:00,AGO ROGUE,Misfits Premier,2,0
LJL 2021 Academy League,2021-09-07 08:48:00,Sengoku Gaming Academy,Rascal Jester Academy,2,0
LJL 2021 Academy League,2021-09-07 10:06:00,DetonatioN FocusMe Academy,Burning Core Academy,1,0
EM 2021 Summer Main Event,2021-09-06 14:07:00,Berlin International Gaming,Zero Tenacity,1,0
EM 2021 Summer Main Event,2021-09-06 14:47:00,Illuminar Gaming,Fnatic Rising,2,0
EM 2021 Summer Main Event,2021-09-06 15:31:00,Fnatic Rising,Zero Tenacity,1,0
EM 2021 Summer Main Event,2021-09-06 16:29:00,Illuminar Gaming,Berlin International Gaming,2,0
EM 2021 Summer Main Event,2021-09-06 17:20:00,Zero Tenacity,Illuminar Gaming,2,0
EM 2021 Summer Main Event,2021-09-06 18:21:00,Fnatic Rising,Berlin International Gaming,2,0
LCS Proving Grounds 2021 Summer,2021-09-06 00:52:00,Cloud9 Academy,Resolve NA,2,0
LCS Proving Grounds 2021 Summer,2021-09-06 02:01:00,Cloud9 Academy,Resolve NA,2,0
LDL 2021 Summer Playoffs,2021-09-06 06:14:00,Joy Dream,Royal Club,2,0
LDL 2021 Summer Playoffs,2021-09-06 07:13:00,Royal Club,Joy Dream,2,0
LDL 2021 Summer Playoffs,2021-09-06 08:02:00,Joy Dream,Royal Club,2,0
LDL 2021 Summer Playoffs,2021-09-06 08:54:00,Joy Dream,Royal Club,1,0
LDL 2021 Summer Playoffs,2021-09-06 09:46:00,Royal Club,Joy Dream,1,0
LDL 2021 Summer Playoffs,2021-09-06 11:01:00,Top Esports Challenger,Rare Atom Period,2,0
LDL 2021 Summer Playoffs,2021-09-06 11:51:00,Rare Atom Period,Top Esports Challenger,2,0
LDL 2021 Summer Playoffs,2021-09-06 12:40:00,Top Esports Challenger,Rare Atom Period,2,0
LDL 2021 Summer Playoffs,2021-09-06 13:31:00,Rare Atom Period,Top Esports Challenger,2,0
LDL 2021 Summer Playoffs,2021-09-06 14:23:00,Top Esports Challenger,Rare Atom Period,2,0
LJL 2021 Academy League,2021-09-06 08:58:00,AXIZ Academy,Rascal Jester Academy,2,0
LJL 2021 Academy League,2021-09-06 09:57:00,Crest Gaming Act Academy,V3 Esports Academy,2,0
LJL 2021 Academy League,2021-09-06 10:55:00,Fukuoka SoftBank HAWKS gaming Academy,Burning Core Academy,2,0
LJL 2021 Academy League,2021-09-06 11:54:00,DetonatioN FocusMe Academy,Sengoku Gaming Academy,1,0
EM 2021 Summer Main Event,2021-09-05 14:11:00,Tricked Esport,Movistar Riders,2,0
EM 2021 Summer Main Event,2021-09-05 14:50:00,PENTA 1860,PDW,2,0
EM 2021 Summer Main Event,2021-09-05 15:34:00,PDW,Tricked Esport,1,0
EM 2021 Summer Main Event,2021-09-05 16:42:00,Movistar Riders,PENTA 1860,1,0
EM 2021 Summer Main Event,2021-09-05 17:30:00,PDW,Movistar Riders,1,0
EM 2021 Summer Main Event,2021-09-05 18:41:00,Tricked Esport,PENTA 1860,1,0
EM 2021 Summer Main Event,2021-09-05 19:29:00,PDW,Movistar Riders,2,0
LCS Proving Grounds 2021 Summer,2021-09-05 00:00:00,TSM Academy,100 Thieves Academy,2,0
LCS Proving Grounds 2021 Summer,2021-09-05 00:56:00,100 Thieves Next,Wildcard Gaming Red,2,0
LCS Proving Grounds 2021 Summer,2021-09-05 01:53:00,Wildcard Gaming Red,100 Thieves Next,1,0
LCS Proving Grounds 2021 Summer,2021-09-05 21:44:00,Evil Geniuses Academy,Golden Guardians Academy,2,0
LCS Proving Grounds 2021 Summer,2021-09-05 22:46:00,Evil Geniuses Academy,Golden Guardians Academy,1,0
LCS Proving Grounds 2021 Summer,2021-09-05 23:57:00,Golden Guardians Academy,Evil Geniuses Academy,2,0
LJL 2021 Summer Playoffs,2021-09-05 08:58:00,Rascal Jester,DetonatioN FocusMe,2,0
LJL 2021 Summer Playoffs,2021-09-05 09:53:00,Rascal Jester,DetonatioN FocusMe,2,0
LJL 2021 Summer Playoffs,2021-09-05 10:58:00,Rascal Jester,DetonatioN FocusMe,2,0
LLA 2022 Opening Promotion,2021-09-05 16:50:00,Globant Emerald,Furious Gaming,1,0
LLA 2022 Opening Promotion,2021-09-05 17:41:00,Globant Emerald,Furious Gaming,1,0
LLA 2022 Opening Promotion,2021-09-05 18:29:00,Globant Emerald,Furious Gaming,2,0
LLA 2022 Opening Promotion,2021-09-05 19:22:00,Globant Emerald,Furious Gaming,1,0
LPL 2021 Regional Finals,2021-09-05 10:02:00,LNG Esports,Team WE,1,0
LPL 2021 Regional Finals,2021-09-05 11:09:00,LNG Esports,Team WE,2,0
LPL 2021 Regional Finals,2021-09-05 12:14:00,Team WE,LNG Esports,2,0
LPL 2021 Regional Finals,2021-09-05 13:12:00,LNG Esports,Team WE,1,0
CBLOL 2021 Split 2 Playoffs,2021-09-04 15:59:00,RED Canids,Rensga Esports,1,0
CBLOL 2021 Split 2 Playoffs,2021-09-04 17:20:00,RED Canids,Rensga Esports,1,0
CBLOL 2021 Split 2 Playoffs,2021-09-04 18:14:00,Rensga Esports,RED Canids,1,0
CBLOL 2021 Split 2 Playoffs,2021-09-04 19:10:00,RED Canids,Rensga Esports,1,0
EM 2021 Summer Main Event,2021-09-04 14:06:00,Karmine Corp,Vodafone Giants.Spain,2,0
EM 2021 Summer Main Event,2021-09-04 14:53:00,Macko Esports,mousesports,2,0
EM 2021 Summer Main Event,2021-09-04 15:53:00,Vodafone Giants.Spain,Macko Esports,1,0
EM 2021 Summer Main Event,2021-09-04 16:49:00,mousesports,Karmine Corp,2,0
EM 2021 Summer Main Event,2021-09-04 17:37:00,Karmine Corp,Macko Esports,1,0
EM 2021 Summer Main Event,2021-09-04 18:43:00,Vodafone Giants.Spain,mousesports,2,0
LCL 2021 Summer Playoffs,2021-09-04 13:22:00,CrowCrowd,Unicorns Of Love.CIS,1,0
LCL 2021 Summer Playoffs,2021-09-04 14:42:00,Unicorns Of Love.CIS,CrowCrowd,1,0
LCL 2021 Summer Playoffs,2021-09-04 16:01:00,CrowCrowd,Unicorns Of Love.CIS,2,0
LCL 2021 Summer Playoffs,2021-09-04 16:52:00,CrowCrowd,Unicorns Of Love.CIS,1,0
LCL 2021 Summer Playoffs,2021-09-04 17:51:00,Unicorns Of Love.CIS,CrowCrowd,1,0
LCS Proving Grounds 2021 Summer,2021-09-04 00:54:00,Zoos Gaming,FlyQuest Academy,1,0
LCS Proving Grounds 2021 Summer,2021-09-04 01:58:00,FlyQuest Academy,Zoos Gaming,1,0
LCS Proving Grounds 2021 Summer,2021-09-04 03:01:00,Zoos Gaming,FlyQuest Academy,2,0
LCS Proving Grounds 2021 Summer,2021-09-04 21:33:00,TSM Academy,100 Thieves Academy,1,0
LCS Proving Grounds 2021 Summer,2021-09-04 23:02:00,TSM Academy,100 Thieves Academy,2,0
LCS Proving Grounds 2021 Summer,2021-09-05 00:00:00,TSM Academy,100 Thieves Academy,2,0
LJL 2021 Summer Playoffs,2021-09-04 08:49:00,DetonatioN FocusMe,AXIZ,1,0
LJL 2021 Summer Playoffs,2021-09-04 09:57:00,AXIZ,DetonatioN FocusMe,2,0
LJL 2021 Summer Playoffs,2021-09-04 10:50:00,AXIZ,DetonatioN FocusMe,2,0
LLA 2022 Opening Promotion,2021-09-04 16:40:00,Globant Emerald,Team Aze,2,0
LLA 2022 Opening Promotion,2021-09-04 17:35:00,Globant Emerald,Team Aze,2,0
LLA 2022 Opening Promotion,2021-09-04 18:16:00,Globant Emerald,Team Aze,2,0
LLA 2022 Opening Promotion,2021-09-04 20:05:00,XTEN Esports,Furious Gaming,1,0
LLA 2022 Opening Promotion,2021-09-04 21:04:00,XTEN Esports,Furious Gaming,2,0
LLA 2022 Opening Promotion,2021-09-04 21:57:00,XTEN Esports,Furious Gaming,1,0
LLA 2022 Opening Promotion,2021-09-04 22:45:00,XTEN Esports,Furious Gaming,1,0
LPL 2021 Regional Finals,2021-09-04 08:45:00,Rare Atom,LNG Esports,2,0
LPL 2021 Regional Finals,2021-09-04 09:59:00,Rare Atom,LNG Esports,2,0
LPL 2021 Regional Finals,2021-09-04 10:52:00,LNG Esports,Rare Atom,1,0
SL 2022 Opening Promotion,2021-09-04 00:44:00,Fantasy Gaming,RedEye E-Games,1,0
SL 2022 Opening Promotion,2021-09-04 01:38:00,RedEye E-Games,Fantasy Gaming,1,0
SL 2022 Opening Promotion,2021-09-04 02:36:00,RedEye E-Games,Fantasy Gaming,1,0
SL 2022 Opening Promotion,2021-09-04 03:40:00,Fantasy Gaming,RedEye E-Games,1,0
TCL 2021 Summer Playoffs,2021-09-04 12:14:00,NASR eSports Turkey,Galatasaray Esports,2,0
TCL 2021 Summer Playoffs,2021-09-04 13:03:00,Galatasaray Esports,NASR eSports Turkey,1,0
TCL 2021 Summer Playoffs,2021-09-04 14:08:00,NASR eSports Turkey,Galatasaray Esports,2,0
LCS Proving Grounds 2021 Summer,2021-09-03 00:35:00,Immortals Academy,Dignitas Academy,2,0
LCS Proving Grounds 2021 Summer,2021-09-03 21:34:00,AOE Esports,Cloud9 Amateur,1,0
LCS Proving Grounds 2021 Summer,2021-09-03 22:58:00,AOE Esports,Cloud9 Amateur,2,0
LCS Proving Grounds 2021 Summer,2021-09-03 23:57:00,AOE Esports,Cloud9 Amateur,2,0
LLA 2022 Opening Promotion,2021-09-03 16:45:00,Kaos Latin Gamers,Globant Emerald,2,0
LLA 2022 Opening Promotion,2021-09-03 17:35:00,Kaos Latin Gamers,Globant Emerald,1,0
LLA 2022 Opening Promotion,2021-09-03 18:38:00,Kaos Latin Gamers,Globant Emerald,2,0
LLA 2022 Opening Promotion,2021-09-03 19:33:00,Globant Emerald,Kaos Latin Gamers,1,0
